id,age,gender,course,study_hours,class_attendance,internet_access,sleep_hours,sleep_quality,study_method,facility_rating,exam_difficulty,source
635220,19,male,bba,3.59,83.9,yes,4.1,average,self-study,low,easy,df2
635221,21,female,b.sc,6.29,97.5,yes,7.2,poor,mixed,low,moderate,df2
635222,20,male,b.tech,2.56,84.1,yes,4.9,average,group study,high,moderate,df2
635223,18,female,diploma,4.21,49.7,yes,7.8,poor,self-study,low,moderate,df2
635224,23,female,ba,1.13,47.0,yes,5.8,poor,mixed,high,easy,df2
635225,21,other,b.tech,0.66,46.0,yes,9.4,good,self-study,low,moderate,df2
635226,21,other,b.tech,4.99,96.1,yes,6.1,poor,mixed,medium,easy,df2
635227,18,other,diploma,2.05,44.4,yes,6.0,average,group study,low,moderate,df2
635228,17,male,b.sc,7.8,70.2,yes,5.9,good,online videos,low,moderate,df2
635229,19,male,b.sc,0.25,85.2,yes,5.5,poor,mixed,medium,easy,df2
635230,24,female,bba,5.63,80.6,yes,9.0,poor,mixed,low,hard,df2
635231,20,other,b.sc,6.41,49.6,yes,5.3,poor,online videos,high,hard,df2
635232,18,male,b.com,7.16,46.0,yes,5.0,good,self-study,low,easy,df2
635233,24,female,bca,1.08,74.1,yes,8.1,poor,online videos,low,moderate,df2
635234,20,female,b.com,6.77,93.6,yes,8.3,average,group study,medium,easy,df2
635235,20,male,bca,3.1,79.0,yes,7.5,average,mixed,low,easy,df2
635236,23,other,ba,5.62,60.4,yes,5.8,poor,coaching,medium,moderate,df2
635237,21,other,b.sc,3.23,66.4,yes,8.1,poor,mixed,medium,hard,df2
635238,22,male,bca,6.82,54.9,yes,4.8,good,coaching,medium,moderate,df2
635239,24,female,bba,2.18,99.2,no,9.6,poor,group study,medium,moderate,df2
635240,19,male,b.sc,3.31,73.3,yes,9.8,good,self-study,low,easy,df2
635241,24,female,b.sc,6.61,66.4,yes,5.7,good,mixed,medium,moderate,df2
635242,19,male,b.sc,1.3,80.2,no,8.6,good,self-study,high,hard,df2
635243,17,male,ba,0.8,77.5,yes,5.5,poor,online videos,medium,moderate,df2
635244,17,female,bba,2.42,53.8,yes,4.3,good,coaching,low,hard,df2
635245,24,male,b.com,2.06,80.2,no,8.8,good,self-study,medium,easy,df2
635246,22,male,b.sc,1.3,65.0,yes,6.4,poor,mixed,low,moderate,df2
635247,20,male,bba,5.86,40.6,yes,7.5,average,online videos,high,easy,df2
635248,23,male,ba,5.86,56.9,yes,8.7,average,group study,high,easy,df2
635249,21,female,bba,6.45,87.2,yes,4.8,good,online videos,high,moderate,df2
635250,18,other,bca,3.11,57.8,yes,7.2,good,group study,low,moderate,df2
635251,20,other,bca,2.57,62.2,yes,6.9,poor,online videos,high,easy,df2
635252,22,other,ba,7.36,86.7,no,5.5,poor,mixed,high,moderate,df2
635253,18,other,ba,1.36,56.0,no,9.5,average,self-study,low,moderate,df2
635254,17,male,bba,1.56,40.6,yes,9.6,average,coaching,medium,moderate,df2
635255,22,other,bba,3.36,69.7,no,4.2,good,group study,medium,hard,df2
635256,17,male,b.tech,2.92,65.2,yes,5.2,poor,group study,low,easy,df2
635257,24,male,b.tech,7.06,87.7,yes,9.6,average,mixed,medium,hard,df2
635258,21,female,bca,0.08,64.5,yes,5.8,poor,group study,high,easy,df2
635259,23,male,b.sc,1.7,52.7,yes,8.6,average,group study,low,moderate,df2
635260,17,male,bca,6.06,50.9,yes,7.9,average,self-study,high,easy,df2
635261,21,other,ba,5.13,52.4,no,9.9,average,coaching,high,moderate,df2
635262,22,other,b.tech,4.79,68.2,yes,6.2,good,coaching,low,moderate,df2
635263,24,other,b.tech,1.82,42.3,yes,8.0,poor,self-study,low,moderate,df2
635264,19,female,b.tech,2.8,97.9,yes,6.3,average,group study,low,moderate,df2
635265,19,male,b.tech,4.78,65.0,yes,7.3,poor,self-study,high,moderate,df2
635266,19,male,bba,7.19,80.7,yes,6.6,poor,coaching,low,hard,df2
635267,19,female,bca,4.81,54.8,yes,6.5,average,mixed,low,hard,df2
635268,20,other,b.sc,3.84,56.9,yes,5.2,good,self-study,low,moderate,df2
635269,17,male,b.com,1.97,72.7,yes,7.4,poor,group study,high,moderate,df2
635270,18,male,b.com,6.05,48.7,yes,7.6,poor,coaching,low,hard,df2
635271,23,female,bba,3.59,83.0,yes,7.8,poor,self-study,medium,easy,df2
635272,22,female,b.com,2.66,81.7,yes,5.5,good,self-study,medium,moderate,df2
635273,21,female,b.tech,5.37,89.9,yes,5.9,poor,online videos,low,moderate,df2
635274,18,other,bba,2.92,64.9,yes,8.1,good,online videos,low,moderate,df2
635275,18,other,b.com,7.8,54.1,yes,9.7,average,group study,medium,hard,df2
635276,21,female,b.com,2.98,49.4,yes,7.2,poor,coaching,high,moderate,df2
635277,24,female,bca,0.78,84.8,yes,8.5,good,coaching,high,easy,df2
635278,18,male,ba,1.35,53.2,yes,5.5,poor,group study,medium,moderate,df2
635279,18,female,b.com,5.76,43.1,no,6.8,good,group study,low,moderate,df2
635280,22,male,b.com,1.45,89.0,yes,8.3,good,self-study,low,hard,df2
635281,23,other,b.com,2.42,70.2,yes,9.9,poor,mixed,low,moderate,df2
635282,20,male,bca,0.66,84.0,yes,8.2,good,coaching,high,hard,df2
635283,17,other,b.sc,6.83,93.9,yes,5.4,poor,mixed,high,moderate,df2
635284,23,other,b.com,7.02,94.8,yes,7.2,average,online videos,low,moderate,df2
635285,21,male,bba,7.82,52.3,yes,6.4,average,self-study,high,easy,df2
635286,18,female,b.sc,6.37,98.5,yes,8.6,poor,mixed,high,easy,df2
635287,21,male,bba,7.86,69.5,yes,7.7,good,online videos,medium,hard,df2
635288,20,female,bca,4.88,54.9,yes,4.4,poor,coaching,medium,moderate,df2
635289,24,male,bba,0.82,74.1,yes,6.7,average,mixed,low,easy,df2
635290,21,male,diploma,6.01,88.3,yes,9.9,average,group study,medium,easy,df2
635291,17,male,bca,0.21,55.4,yes,6.9,poor,mixed,medium,easy,df2
635292,24,other,b.tech,6.1,98.1,yes,6.5,average,self-study,low,easy,df2
635293,20,other,b.tech,7.66,68.0,no,9.4,good,online videos,medium,easy,df2
635294,20,male,diploma,3.4,99.4,yes,8.3,poor,online videos,high,moderate,df2
635295,20,female,b.tech,0.09,98.1,yes,9.1,good,mixed,low,hard,df2
635296,17,female,b.tech,7.39,65.6,yes,7.6,average,coaching,high,hard,df2
635297,21,male,bca,7.53,74.8,yes,5.1,poor,self-study,medium,moderate,df2
635298,17,male,bca,0.46,88.9,yes,5.1,poor,mixed,high,moderate,df2
635299,19,other,b.com,6.75,94.4,yes,5.8,average,self-study,medium,moderate,df2
635300,23,other,bca,3.35,55.9,yes,9.3,poor,mixed,high,easy,df2
635301,23,female,b.sc,2.07,77.1,yes,6.1,average,coaching,medium,hard,df2
635302,23,other,b.tech,2.5,50.1,yes,4.5,poor,online videos,medium,moderate,df2
635303,23,female,bca,3.34,91.9,yes,9.5,poor,self-study,low,moderate,df2
635304,17,female,bca,2.47,84.1,yes,6.6,average,group study,medium,moderate,df2
635305,17,female,bba,3.03,73.1,yes,9.6,poor,self-study,high,easy,df2
635306,17,female,b.sc,6.48,46.6,yes,7.1,good,mixed,medium,moderate,df2
635307,18,male,b.tech,3.35,54.9,yes,4.1,poor,online videos,low,hard,df2
635308,23,male,b.tech,3.17,98.3,no,5.1,average,group study,high,easy,df2
635309,19,other,bba,5.75,83.1,yes,6.9,average,self-study,low,moderate,df2
635310,24,female,b.tech,1.6,67.9,yes,9.2,good,group study,high,easy,df2
635311,21,male,bca,2.44,52.9,yes,5.4,average,group study,high,moderate,df2
635312,22,male,bba,7.01,97.5,yes,6.8,poor,coaching,low,easy,df2
635313,20,male,bba,6.61,88.7,yes,4.8,good,self-study,medium,moderate,df2
635314,20,female,bba,0.43,80.9,yes,9.6,good,online videos,medium,easy,df2
635315,18,female,b.tech,7.04,93.7,yes,8.6,good,mixed,high,easy,df2
635316,21,other,b.tech,5.06,69.2,yes,6.4,average,online videos,medium,hard,df2
635317,22,other,bca,4.86,52.3,yes,9.6,average,mixed,medium,moderate,df2
635318,22,other,bca,7.44,66.5,yes,4.2,average,coaching,high,moderate,df2
635319,22,male,b.tech,1.67,84.8,yes,5.7,average,group study,low,easy,df2
635320,22,male,b.sc,0.27,86.7,yes,8.9,average,online videos,low,easy,df2
635321,22,female,ba,0.2,94.4,no,6.1,poor,self-study,low,moderate,df2
635322,19,female,ba,1.4,64.6,yes,4.6,poor,online videos,low,moderate,df2
635323,24,male,b.tech,1.46,98.1,yes,4.3,average,mixed,high,hard,df2
635324,18,other,b.tech,0.54,91.9,yes,7.6,average,coaching,high,easy,df2
635325,18,other,b.tech,5.3,77.4,yes,7.9,average,coaching,high,moderate,df2
635326,23,female,b.com,3.04,54.2,no,7.2,average,self-study,medium,moderate,df2
635327,19,female,b.tech,3.45,77.3,yes,4.1,poor,mixed,medium,moderate,df2
635328,19,other,bca,7.79,72.5,yes,5.9,good,self-study,low,moderate,df2
635329,18,female,bca,7.63,93.0,yes,9.5,poor,self-study,medium,moderate,df2
635330,20,male,b.tech,7.3,72.1,yes,9.8,average,self-study,medium,moderate,df2
635331,20,female,b.sc,5.19,50.7,yes,8.8,good,self-study,high,easy,df2
635332,22,other,b.sc,4.86,66.2,yes,6.5,average,mixed,high,moderate,df2
635333,22,female,b.sc,3.44,90.9,yes,4.8,poor,online videos,high,easy,df2
635334,23,male,b.com,3.44,92.5,yes,7.9,good,mixed,high,hard,df2
635335,17,male,b.tech,3.08,85.7,yes,7.7,average,group study,low,moderate,df2
635336,21,male,b.com,6.18,92.2,yes,5.4,poor,group study,medium,easy,df2
635337,17,other,b.sc,0.91,99.4,yes,6.3,average,online videos,high,easy,df2
635338,17,male,b.com,1.3,41.2,yes,5.6,poor,self-study,low,moderate,df2
635339,22,male,b.com,6.41,77.3,yes,7.8,average,mixed,low,hard,df2
635340,19,female,bba,4.42,44.1,yes,4.9,good,group study,low,moderate,df2
635341,23,other,bca,7.26,67.1,yes,7.7,good,coaching,high,easy,df2
635342,20,female,bca,2.53,91.9,yes,8.2,good,group study,low,moderate,df2
635343,18,male,bca,3.52,76.0,no,9.2,poor,online videos,low,easy,df2
635344,20,male,b.tech,0.55,77.9,yes,5.4,good,coaching,medium,moderate,df2
635345,20,female,b.com,4.06,87.7,yes,4.1,good,online videos,low,easy,df2
635346,17,male,bca,3.81,89.9,yes,9.6,good,group study,medium,easy,df2
635347,21,other,diploma,7.42,77.7,yes,8.2,good,self-study,high,easy,df2
635348,21,male,b.com,7.28,81.6,yes,4.7,good,mixed,low,easy,df2
635349,21,other,bca,3.18,69.4,yes,5.3,good,coaching,medium,moderate,df2
635350,24,male,bba,7.43,98.5,yes,7.5,good,coaching,medium,moderate,df2
635351,20,other,diploma,1.46,93.7,yes,5.2,poor,self-study,high,moderate,df2
635352,21,other,b.sc,6.62,77.8,yes,9.5,good,group study,high,hard,df2
635353,21,male,b.tech,7.25,98.4,yes,9.8,poor,online videos,low,easy,df2
635354,24,other,b.sc,4.88,52.9,yes,5.6,average,coaching,high,moderate,df2
635355,22,male,ba,6.95,88.4,yes,7.0,poor,coaching,medium,easy,df2
635356,19,female,b.tech,4.4,53.6,yes,6.5,average,self-study,high,hard,df2
635357,22,other,b.tech,2.04,56.8,yes,6.3,good,group study,high,moderate,df2
635358,24,female,diploma,0.65,46.8,yes,5.2,poor,mixed,low,moderate,df2
635359,24,male,diploma,2.62,82.2,no,9.9,poor,mixed,low,moderate,df2
635360,20,female,b.tech,2.62,78.5,yes,8.8,poor,coaching,low,moderate,df2
635361,24,female,bca,4.84,47.7,yes,4.6,poor,mixed,high,moderate,df2
635362,18,other,b.tech,7.91,81.6,yes,8.8,good,mixed,high,easy,df2
635363,19,other,b.sc,2.89,48.8,yes,6.8,average,group study,low,hard,df2
635364,19,female,b.tech,0.4,44.2,yes,4.1,poor,group study,high,hard,df2
635365,22,male,b.tech,4.49,62.6,yes,7.4,good,mixed,high,easy,df2
635366,21,female,bba,2.56,54.9,yes,6.1,good,group study,low,moderate,df2
635367,23,female,b.com,3.33,94.2,yes,9.6,average,group study,medium,easy,df2
635368,24,female,b.tech,1.82,90.2,yes,9.6,poor,self-study,high,moderate,df2
635369,17,male,bca,6.47,68.4,yes,8.9,poor,self-study,high,moderate,df2
635370,21,female,bba,3.88,51.4,yes,5.2,poor,online videos,high,easy,df2
635371,22,male,b.tech,1.56,42.7,yes,6.6,good,online videos,medium,moderate,df2
635372,21,other,b.com,5.1,77.2,yes,6.9,poor,self-study,high,moderate,df2
635373,23,male,diploma,7.25,85.5,yes,7.3,average,coaching,medium,moderate,df2
635374,19,other,b.sc,1.7,70.2,yes,8.4,good,self-study,low,hard,df2
635375,17,female,b.com,3.75,57.1,yes,7.7,good,online videos,high,moderate,df2
635376,17,other,bba,3.73,61.5,yes,7.6,average,group study,high,moderate,df2
635377,23,male,ba,6.92,77.7,yes,8.7,good,online videos,medium,easy,df2
635378,18,male,bca,6.24,90.0,yes,9.5,good,online videos,high,hard,df2
635379,19,male,b.tech,6.64,89.5,yes,5.4,poor,self-study,high,easy,df2
635380,24,other,bba,4.88,86.3,yes,4.2,average,self-study,medium,hard,df2
635381,21,female,ba,1.79,49.4,yes,6.9,average,group study,medium,hard,df2
635382,24,female,b.com,3.82,94.5,yes,7.8,poor,mixed,high,easy,df2
635383,24,other,b.com,1.03,79.0,yes,4.6,poor,group study,high,moderate,df2
635384,22,other,b.sc,0.59,49.6,yes,6.1,good,group study,high,hard,df2
635385,17,other,diploma,4.36,92.2,yes,4.1,poor,online videos,medium,easy,df2
635386,19,other,b.com,2.17,55.0,yes,9.8,good,mixed,low,moderate,df2
635387,22,other,bba,4.24,93.6,yes,8.2,poor,mixed,medium,moderate,df2
635388,21,male,b.tech,1.09,62.8,yes,8.5,good,mixed,medium,hard,df2
635389,18,other,bba,7.85,53.9,yes,9.9,average,coaching,medium,moderate,df2
635390,17,female,diploma,1.33,52.6,yes,4.6,average,self-study,low,hard,df2
635391,18,other,bba,1.73,55.7,yes,8.6,average,online videos,medium,moderate,df2
635392,18,female,b.sc,0.56,47.7,yes,8.9,poor,self-study,low,hard,df2
635393,21,other,bca,4.77,89.3,yes,9.9,good,group study,medium,moderate,df2
635394,17,male,bba,6.33,96.2,yes,4.9,good,online videos,medium,moderate,df2
635395,21,female,diploma,2.05,89.4,yes,7.3,average,self-study,medium,moderate,df2
635396,18,other,b.com,0.88,66.5,yes,9.2,poor,group study,medium,easy,df2
635397,21,male,bba,3.04,73.9,yes,8.7,poor,self-study,medium,moderate,df2
635398,19,female,diploma,7.35,64.9,yes,4.6,good,coaching,low,moderate,df2
635399,17,female,b.com,6.19,50.8,yes,6.3,good,self-study,high,moderate,df2
635400,23,male,b.tech,3.17,75.8,yes,8.9,average,self-study,high,moderate,df2
635401,17,other,ba,4.73,67.0,no,5.4,good,mixed,medium,moderate,df2
635402,18,other,b.sc,1.69,44.2,yes,6.9,good,group study,high,easy,df2
635403,24,female,bca,0.72,83.2,yes,5.5,poor,group study,high,moderate,df2
635404,24,female,b.com,0.17,99.0,yes,7.7,poor,group study,low,moderate,df2
635405,19,male,b.tech,1.83,86.4,yes,9.9,poor,mixed,low,moderate,df2
635406,24,female,b.com,5.53,75.8,yes,7.1,good,coaching,high,moderate,df2
635407,24,female,b.sc,7.58,48.8,yes,7.0,good,self-study,low,moderate,df2
635408,18,other,b.tech,1.82,74.4,yes,8.6,good,mixed,low,moderate,df2
635409,18,female,b.com,4.97,82.2,yes,6.3,average,online videos,medium,moderate,df2
635410,24,male,ba,4.06,86.8,yes,6.4,poor,group study,high,easy,df2
635411,22,male,b.tech,5.48,50.1,yes,7.2,poor,online videos,high,moderate,df2
635412,22,male,b.tech,4.25,66.2,yes,9.9,good,mixed,medium,easy,df2
635413,19,other,b.tech,7.91,46.1,yes,9.8,average,self-study,high,moderate,df2
635414,17,male,b.sc,4.64,81.0,yes,8.7,good,coaching,high,easy,df2
635415,20,female,b.tech,7.62,60.1,yes,4.2,poor,online videos,low,moderate,df2
635416,18,other,b.com,3.64,91.7,yes,8.9,average,coaching,high,moderate,df2
635417,20,male,bba,3.58,49.2,yes,8.0,good,coaching,low,moderate,df2
635418,23,male,b.tech,0.34,88.7,yes,7.3,average,online videos,high,moderate,df2
635419,23,male,b.sc,7.67,78.7,yes,9.4,poor,online videos,low,easy,df2
635420,17,female,b.tech,6.11,41.6,yes,5.3,average,group study,low,moderate,df2
635421,17,male,b.tech,4.87,52.8,yes,9.4,poor,coaching,high,hard,df2
635422,18,male,b.com,6.88,75.9,yes,6.7,average,coaching,low,moderate,df2
635423,20,female,diploma,3.5,81.3,yes,7.9,average,group study,low,easy,df2
635424,18,male,b.tech,6.42,66.3,yes,9.1,average,online videos,low,moderate,df2
635425,19,male,bca,7.12,87.0,yes,9.7,poor,online videos,medium,moderate,df2
635426,23,other,bba,6.22,56.8,yes,8.0,good,group study,low,easy,df2
635427,19,female,ba,4.26,40.8,yes,5.2,good,coaching,low,moderate,df2
635428,19,male,b.com,5.79,73.7,yes,8.6,average,coaching,high,moderate,df2
635429,17,male,ba,0.75,50.1,yes,7.5,average,online videos,high,hard,df2
635430,24,male,b.com,7.26,51.9,yes,9.4,good,mixed,high,moderate,df2
635431,22,female,b.tech,7.0,50.0,yes,8.6,good,mixed,medium,moderate,df2
635432,24,female,b.sc,5.21,94.8,yes,9.3,good,mixed,high,moderate,df2
635433,22,other,bba,5.76,92.0,yes,7.0,poor,self-study,low,moderate,df2
635434,22,male,ba,6.43,77.6,yes,7.0,good,mixed,high,easy,df2
635435,17,female,bca,5.94,79.8,yes,8.7,good,online videos,medium,moderate,df2
635436,24,female,b.tech,7.03,73.0,yes,6.1,good,self-study,medium,moderate,df2
635437,18,male,b.tech,5.27,98.0,yes,9.1,good,group study,high,moderate,df2
635438,17,male,b.tech,0.43,40.6,yes,8.5,good,group study,medium,moderate,df2
635439,24,female,b.tech,1.47,49.3,yes,6.5,poor,mixed,high,moderate,df2
635440,24,other,diploma,2.61,70.7,yes,4.6,poor,mixed,high,easy,df2
635441,19,female,b.sc,0.6,95.0,no,6.0,poor,self-study,high,moderate,df2
635442,19,female,b.tech,1.49,43.8,yes,6.4,good,coaching,high,moderate,df2
635443,24,female,b.sc,0.77,83.8,no,5.9,good,group study,medium,easy,df2
635444,20,female,b.tech,6.62,79.4,no,9.7,good,online videos,medium,moderate,df2
635445,20,male,bca,5.69,52.2,yes,4.6,good,coaching,high,moderate,df2
635446,21,female,b.tech,5.93,96.0,yes,6.7,poor,mixed,medium,moderate,df2
635447,22,other,diploma,3.84,56.3,yes,7.8,average,group study,low,hard,df2
635448,22,female,b.sc,7.57,64.7,yes,7.4,average,online videos,medium,moderate,df2
635449,23,female,b.com,1.63,53.8,no,9.3,poor,self-study,high,easy,df2
635450,18,female,ba,4.74,70.5,yes,7.8,average,coaching,high,easy,df2
635451,21,other,diploma,5.75,48.7,yes,6.5,poor,mixed,high,hard,df2
635452,19,male,bba,5.75,89.9,yes,6.4,poor,coaching,medium,moderate,df2
635453,18,female,diploma,3.98,79.8,no,6.6,good,online videos,low,easy,df2
635454,24,male,b.com,6.78,78.9,yes,7.0,poor,self-study,high,moderate,df2
635455,21,female,ba,4.36,40.6,yes,5.6,average,self-study,high,moderate,df2
635456,24,female,ba,5.52,67.2,yes,5.0,good,self-study,high,moderate,df2
635457,18,other,b.tech,4.28,76.8,yes,7.3,poor,mixed,low,moderate,df2
635458,18,male,ba,2.3,54.4,yes,7.6,poor,coaching,medium,moderate,df2
635459,23,male,ba,5.37,49.2,yes,6.8,good,coaching,medium,moderate,df2
635460,22,male,b.sc,7.48,52.3,yes,9.5,good,coaching,high,moderate,df2
635461,19,male,b.sc,1.96,54.8,yes,5.3,average,self-study,medium,moderate,df2
635462,23,male,b.tech,1.52,80.3,yes,5.5,poor,coaching,medium,easy,df2
635463,22,male,b.tech,5.95,90.1,yes,9.7,poor,coaching,high,moderate,df2
635464,20,male,bca,5.89,64.3,yes,9.6,good,online videos,low,moderate,df2
635465,19,other,ba,1.58,59.8,no,9.6,poor,self-study,high,moderate,df2
635466,17,male,b.com,1.22,42.0,yes,9.7,average,coaching,high,moderate,df2
635467,18,other,b.sc,0.82,78.0,yes,6.3,average,online videos,low,easy,df2
635468,23,other,b.sc,6.69,87.8,yes,7.6,good,group study,medium,moderate,df2
635469,22,female,b.tech,6.17,41.8,yes,7.6,poor,self-study,medium,easy,df2
635470,21,other,b.tech,0.77,99.0,yes,4.3,poor,group study,low,moderate,df2
635471,18,male,bca,7.35,61.0,yes,4.5,poor,self-study,medium,easy,df2
635472,19,other,ba,3.31,67.5,yes,7.1,average,online videos,low,hard,df2
635473,20,female,diploma,2.82,70.5,yes,9.1,average,coaching,low,moderate,df2
635474,23,male,b.tech,6.91,99.4,yes,9.5,poor,mixed,medium,hard,df2
635475,23,other,b.tech,2.08,56.7,yes,8.0,average,mixed,high,easy,df2
635476,19,female,diploma,6.01,73.3,yes,7.8,good,online videos,low,hard,df2
635477,19,male,ba,4.69,79.7,yes,6.9,poor,self-study,medium,moderate,df2
635478,19,female,bba,2.82,50.8,yes,9.3,good,online videos,medium,hard,df2
635479,23,other,ba,2.61,83.3,yes,8.6,average,online videos,high,moderate,df2
635480,17,male,b.tech,3.16,87.9,yes,9.1,good,mixed,low,moderate,df2
635481,20,male,b.com,1.47,81.8,yes,4.1,good,self-study,low,hard,df2
635482,24,other,b.com,5.07,80.2,yes,6.0,poor,group study,low,moderate,df2
635483,23,female,b.tech,6.81,79.1,yes,8.0,good,coaching,high,moderate,df2
635484,24,other,b.tech,6.6,68.5,yes,9.8,good,online videos,high,moderate,df2
635485,23,female,bca,0.45,77.6,yes,8.9,good,online videos,low,moderate,df2
635486,22,male,bba,5.9,98.4,yes,9.1,average,coaching,low,hard,df2
635487,17,female,b.tech,5.34,87.0,yes,5.9,good,online videos,medium,moderate,df2
635488,19,male,diploma,5.66,70.3,yes,4.2,poor,self-study,medium,moderate,df2
635489,24,other,bca,4.02,79.7,yes,6.2,poor,coaching,high,moderate,df2
635490,18,male,bba,3.92,97.7,yes,6.1,average,group study,medium,hard,df2
635491,22,male,bba,2.2,51.4,yes,8.9,poor,group study,low,moderate,df2
635492,24,male,b.sc,7.91,86.7,yes,9.1,average,online videos,medium,moderate,df2
635493,19,male,b.tech,3.73,63.8,yes,5.2,average,group study,high,moderate,df2
635494,20,other,b.sc,3.2,72.5,yes,9.7,good,self-study,medium,moderate,df2
635495,18,other,diploma,4.57,87.9,yes,4.1,poor,self-study,low,moderate,df2
635496,22,male,ba,3.29,78.0,no,8.2,poor,coaching,low,moderate,df2
635497,23,male,bca,7.89,72.9,yes,8.5,good,mixed,high,moderate,df2
635498,20,female,b.com,5.29,87.8,yes,4.6,average,mixed,low,easy,df2
635499,23,female,diploma,4.48,46.4,yes,8.4,average,group study,low,moderate,df2
635500,24,female,ba,0.61,50.2,yes,4.5,good,online videos,high,hard,df2
635501,19,other,bca,4.07,85.8,yes,7.4,good,group study,low,moderate,df2
635502,17,male,b.com,7.58,90.0,yes,7.9,good,mixed,low,moderate,df2
635503,18,female,b.sc,4.39,66.2,yes,7.9,average,online videos,low,easy,df2
